Id,route_distance_km,delta_time,speed,distance,lanes_1,lanes_2,lanes_3,lanes_4,lanes_5,lanes_6,highway_living_street,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_service,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_no,oneway_yes,surface_asphalt,surface_cobblestone,surface_cobblestone_flattened,surface_compacted,surface_concrete,surface_concrete_plates,surface_dirt,surface_ground,surface_paved,surface_paving_stones,surface_pebblestone,surface_sett,surface_unhewn_cobblestone,surface_unpaved,hour,tmpc,relh,smps,vsby,feel,freezing_fog,light_snow,heavy_snow_showers,moderate_snow_showers,light_snow_showers,drifting_snow,light_fog
6959753370682742742,4.096,618.0,29.796875,2786.161199,0.0,54.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,39.0,0.0,0.0,0.0,0.0,87.0,9.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-3473963316763285982,5.476,737.0,35.8448275862069,2454.674699,0.0,23.0,5.0,17.0,13.0,0.0,0.0,35.0,0.0,14.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
1929309170783426441,1.23,488.00000000000006,29.37837837837838,622.97643,12.0,3.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-4421254002230037128,5.483,742.0,29.35514018691589,3663.113,0.0,52.0,19.0,36.0,0.0,0.0,0.0,17.0,0.0,11.0,66.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,60.0,47.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-6295993092405009467,6.158,981.0,32.548780487804876,2792.737923,0.0,29.0,7.0,42.0,4.0,0.0,0.0,40.0,9.0,0.0,25.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,31.0,51.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-7083300310264640733,2.317,404.0,30.017543859649123,1996.665428,0.0,24.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,31.0,26.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-915439635186486197,3.225,732.0,32.92763157894737,2069.619186,0.0,11.0,42.0,23.0,0.0,0.0,0.0,46.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-4131192656096341458,3.066,382.0,26.078125,787.4276130000001,0.0,7.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
4393055750410970757,7.141,791.0,28.428571428571427,3240.869766,0.0,81.0,19.0,19.0,0.0,0.0,0.0,43.0,0.0,49.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,68.0,51.0,90.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-1223722838254810432,2.196,427.0,25.933333333333334,934.622066,0.0,6.0,0.0,22.0,2.0,0.0,0.0,12.0,0.0,3.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
313727491921726838,5.404,765.0,24.098360655737704,1736.783015,0.0,50.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,46.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-9061597758188350941,3.869,537.0,22.666666666666668,120.572813,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
7027375678170664435,3.957,739.0,25.344827586206897,1389.697253,0.0,17.0,31.0,10.0,0.0,0.0,0.0,41.0,0.0,8.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-7472384635885697728,2.26,385.0,22.902439024390244,1672.246822,4.0,18.0,0.0,16.0,3.0,0.0,1.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-7914985121341420074,2.02,509.00000000000006,26.606060606060606,1276.257879,0.0,10.0,7.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-1179039673982525293,4.175,653.0,27.042857142857144,3050.9011060000003,0.0,39.0,31.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,48.0,22.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
1902576154750076587,3.186,796.0,25.015625,1887.003609,0.0,47.0,3.0,6.0,0.0,8.0,0.0,6.0,0.0,41.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,54.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-4389814708622635407,1.288,308.0,25.37837837837838,838.413423,0.0,10.0,8.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,30.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
7619469994855105658,2.586,476.00000000000006,34.45161290322581,1654.435347,0.0,5.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
1136121910350889911,4.909,630.0,24.370967741935484,3051.73498,0.0,35.0,17.0,10.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,15.0,38.0,24.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
7815215991298069686,1.429,247.00000000000003,32.625,336.06351900000004,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-5210582691375510806,2.044,441.0,25.41176470588235,389.184122,0.0,8.0,0.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
454089199045669809,3.419,385.0,25.34285714285714,861.353787,0.0,11.0,22.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,28.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-7503719677380555509,2.155,363.0,24.836734693877553,1609.892888,0.0,0.0,18.0,31.0,0.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,31.0,18.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-4114545052482065329,6.557,952.0,28.22897196261682,3618.199805,0.0,20.0,15.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,82.0,25.0,94.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-5941368649100987848,1.836,413.0,33.775,1396.259626,0.0,1.0,21.0,18.0,0.0,0.0,0.0,21.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-2727070972612859504,2.058,330.0,27.375,740.487229,0.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,11.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-2342029919416548669,4.614,702.0,32.25757575757576,2247.972951,0.0,38.0,2.0,18.0,0.0,8.0,0.0,28.0,5.0,7.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,58.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
321925386901303815,2.171,558.0,25.23076923076923,2039.2483690000001,0.0,33.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
6461308434677534760,3.006,650.0,27.92063492063492,1764.58119,0.0,29.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,34.0,29.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
4248050275791940286,3.243,604.0,29.324074074074073,2542.329346,0.0,17.0,75.0,16.0,0.0,0.0,0.0,65.0,5.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,96.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
3992400315217084197,3.852,652.0,26.636363636363637,2188.831408,0.0,49.0,2.0,5.0,0.0,21.0,0.0,4.0,0.0,4.0,26.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,33.0,44.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-575587197206981253,5.314,819.0,32.48969072164948,3753.460745,0.0,18.0,27.0,48.0,4.0,0.0,0.0,39.0,0.0,8.0,25.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,50.0,47.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-8477350351170655110,4.043,558.0,27.737704918032787,2502.903533,1.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-7723424750027521653,3.55,548.0,33.3445945945946,2066.678356,0.0,8.0,44.0,22.0,0.0,0.0,0.0,50.0,0.0,6.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
3197120195809908802,3.855,636.0,28.134615384615383,2135.7890390000002,0.0,9.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,40.0,12.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
6888871103864537263,2.579,341.0,30.379310344827587,1814.602642,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,13.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
1739758140542161039,5.905,947.0,30.75,3837.588737,0.0,48.0,32.0,46.0,0.0,0.0,0.0,14.0,0.0,0.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,36.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-5507435692240428046,2.502,465.00000000000006,28.037037037037038,1220.970671,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
7002595719511334891,2.079,336.0,32.714285714285715,1639.271479,0.0,14.0,8.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,27.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
4796432377568530298,5.668,579.0,37.55696202531646,2697.282224,0.0,8.0,0.0,71.0,0.0,0.0,0.0,63.0,1.0,3.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-661910924206989848,4.291,744.0,33.2032967032967,2982.129118,0.0,70.0,16.0,5.0,0.0,0.0,0.0,85.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,86.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
5656583370287951374,4.859,709.0,28.9390243902439,3442.638837,0.0,2.0,37.0,43.0,0.0,0.0,0.0,18.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
9009307819813040657,1.243,406.0,41.075,1965.522717,0.0,6.0,4.0,23.0,0.0,7.0,0.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
1572962090265352153,1.957,373.0,29.470588235294116,1311.67514,0.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
858917061452308439,4.635,737.0,31.925925925925927,2699.369739,0.0,29.0,6.0,6.0,13.0,0.0,0.0,15.0,0.0,1.0,11.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,30.0,24.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-5095142502577075959,3.429,602.0,27.122448979591837,1545.441535,0.0,12.0,11.0,26.0,0.0,0.0,0.0,11.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
7296407297308007753,3.034,563.0,29.196428571428573,1909.787359,0.0,43.0,6.0,7.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,38.0,18.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
9170938341096598039,6.928,790.0,31.127659574468087,4567.600496,0.0,60.0,29.0,52.0,0.0,0.0,0.0,31.0,0.0,0.0,62.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,119.0,22.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-8793149554095858050,4.906,798.0,27.02970297029703,2989.81663,0.0,18.0,41.0,42.0,0.0,0.0,0.0,49.0,0.0,0.0,48.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,45.0,56.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
-2974225395988514712,13.974,459.00000000000006,23.890243902439025,797.18953,0.0,20.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,28.0,13.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,0,1,1,0,0,0,0
