,Id,route_distance_km,delta_time,bus,public_transport,traffic_signals,operator,trolleybus,barrier,highway,crossing,railway,bus_yes,public_transport_stop_position,traffic_signals_crossing,traffic_signals_signal,traffic_signals_traffic_lights,traffic_signals_tram_priority,trolleybus_yes,barrier_block,barrier_bollard,barrier_chain,barrier_entrance,barrier_gate,barrier_height_restrictor,barrier_lift_gate,barrier_swing_gate,highway_bus_stop,highway_crossing,highway_give_way,highway_motorway_junction,highway_traffic_signals,crossing_marked,crossing_no,crossing_traffic_signals,crossing_uncontrolled,crossing_unmarked,crossing_zebra,railway_level_crossing,railway_tram_level_crossing,railway_tram_stop,railway_tram_stop;tram_level_crossing,hour,tmpc,relh,smps,vsby,feel,freezing_fog,light_snow,heavy_snow_showers,moderate_snow_showers,light_snow_showers,drifting_snow,light_fog
25,-1179039673982525293,4.175,653.0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,7,1,0,4,1,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
26,1902576154750076587,3.186,796.0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,2,0,0,2,0,3,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
27,-4389814708622635407,1.288,308.0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
28,7619469994855105658,2.586,476.00000000000006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
29,1136121910350889911,4.909,630.0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,6,1,0,3,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
30,7815215991298069686,1.429,247.00000000000003,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
31,-5210582691375510806,2.044,441.0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,1,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
32,454089199045669809,3.419,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
33,-7503719677380555509,2.155,363.0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
34,-4114545052482065329,6.557,952.0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,8,2,0,3,2,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
35,-5941368649100987848,1.836,413.0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,1,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
36,-2727070972612859504,2.058,330.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
37,-2342029919416548669,4.614,702.0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,3,0,0,1,1,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
38,321925386901303815,2.171,558.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
39,6461308434677534760,3.006,650.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,9,0,0,7,0,0,4,0,0,2,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
40,4248050275791940286,3.243,604.0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,1,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
41,3992400315217084197,3.852,652.0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,12,0,0,4,0,0,2,0,1,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
42,-575587197206981253,5.314,819.0,0,0,0,0,0,0,0,0,0,18,18,0,4,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,6,0,0,0,0,1,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
43,-8477350351170655110,4.043,558.0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,2,1,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
44,-7723424750027521653,3.55,548.0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,2,0,0,0,0,1,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
45,3197120195809908802,3.855,636.0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,1,0,0,0,0,3,0,0,6,0,0,1,2,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
46,6888871103864537263,2.579,341.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
47,1739758140542161039,5.905,947.0,0,0,0,0,0,0,0,0,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,4,0,3,2,0,1,0,4,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
48,-5507435692240428046,2.502,465.00000000000006,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
49,7002595719511334891,2.079,336.0,0,0,0,0,0,0,0,0,0,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
50,4796432377568530298,5.668,579.0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
51,-661910924206989848,4.291,744.0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,1,1,0,0,0,2,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
52,5656583370287951374,4.859,709.0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,5,2,0,0,0,6,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
53,9009307819813040657,1.243,406.0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
54,1572962090265352153,1.957,373.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
55,858917061452308439,4.635,737.0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
56,-5095142502577075959,3.429,602.0,0,0,0,0,0,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
57,7296407297308007753,3.034,563.0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
58,9170938341096598039,6.928,790.0,0,0,0,0,0,0,0,0,0,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,7,0,3,1,0,1,0,2,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
59,-8793149554095858050,4.906,798.0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,8,0,0,3,1,0,0,0,1,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
60,-2974225395988514712,13.974,459.00000000000006,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,4,1,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
61,-762692869016392855,2.109,542.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
62,-3506541486798452516,5.166,851.0,0,0,0,0,0,0,0,0,0,15,15,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,8,5,0,0,0,2,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
63,-856127757576173554,1.313,313.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
64,1998220945016112845,1.971,422.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
65,8385962993412933061,1.76,370.0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
66,3198623454515379538,2.402,481.00000000000006,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
67,1642723233923186551,4.034,690.0,0,0,0,0,0,0,0,0,0,10,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
68,8385530991219379793,4.232,645.0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,3,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
69,-602063433857328523,2.44,233.00000000000003,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
70,8782446152768148483,5.774,742.0,0,0,0,0,0,0,0,0,0,16,16,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,5,0,0,0,0,1,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
71,2350337887091826771,4.772,663.0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
72,-8382004961227980939,1.791,537.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
73,4728521897735364908,3.641,641.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
74,3045888297951579081,3.477,564.0,0,0,0,0,0,0,0,0,0,9,9,0,7,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,2,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
75,-2023679731617611990,3.877,661.0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
76,-5311395568170433974,5.387,812.0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,10,0,0,0,0,0,0,0,0,1,8,0,0,3,4,0,2,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
77,3844560969178503694,4.462,533.0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,1,3,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
78,5196281476064880883,3.941,755.0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,2,0,0,0,0,2,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
79,8929909638931040761,5.41,867.0,0,0,0,0,0,0,0,0,0,6,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,5,2,1,2,3,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
80,4004642303592334282,3.139,776.0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,2,0,0,0,0,1,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
81,-4112404403689898020,6.541,937.0,0,0,0,0,0,0,0,0,0,19,19,0,2,0,0,16,0,0,0,0,0,0,0,0,0,13,0,0,13,4,0,3,2,0,0,0,2,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
82,417622792301721512,2.641,415.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
83,-4789341229382913523,1.637,339.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
84,-2046605996603109873,2.46,370.0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
85,1419334113854747894,1.329,356.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
86,-8919896824761347009,4.277,524.0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
87,3264564551586694764,0.864,205.0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
88,-8738422592797655187,2.342,528.0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,7,4,0,0,0,0,0,0,0,0,0,18,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
89,9186596310133209080,1.749,471.00000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,19,-6.0,100.0,7.9996042,3.2991469999999996,-14.149999999999999,1,0,0,0,0,0,1
