lon,lat,id,bus,public_transport,highway,crossing,traffic_signals,operator,trolleybus,railway,barrier
30.7900535,46.5654855,2107240163,0,0,0,0,0,0,0,0,0
30.7233533,46.4979453,317480444,0,0,1,0,0,0,0,0,0
30.7235115,46.498342,4398247655,1,1,0,0,0,0,0,0,0
30.7236585,46.4987105,5169613227,0,0,0,0,0,0,0,0,0
30.7236794,46.4987646,5172063022,0,0,0,0,0,0,0,0,0
30.7237812,46.4990183,7794763281,0,0,0,0,0,0,0,0,0
30.7237918,46.4990448,5082512688,0,0,1,0,0,0,0,0,0
30.7238116,46.4990945,5169613229,0,0,0,0,0,0,0,0,0
30.723895,46.4993034,5070130916,0,0,0,0,0,0,0,0,0
30.7239173,46.4993592,5070130919,0,0,0,0,0,0,0,0,0
30.7239934,46.4995496,5979585399,0,0,0,0,0,0,0,0,0
30.7240749,46.4997533,5169613235,0,0,0,0,0,0,0,0,0
30.7241024,46.4998222,5169627753,0,0,0,0,0,0,0,0,0
30.7241615,46.4999699,5169613238,0,0,0,0,0,0,0,0,0
30.7243513,46.5004473,317480998,0,0,1,0,0,0,0,0,0
30.7243792,46.5005143,8026307836,0,0,0,0,0,0,0,0,0
30.7244695,46.5007316,4374201489,1,1,0,0,0,0,0,0,0
30.7245671,46.5009661,2249229139,0,0,0,0,0,0,0,0,0
30.7247713,46.5014597,8040536600,0,0,0,0,0,0,0,0,0
30.724807,46.501546,317480145,0,0,0,0,0,0,0,0,0
30.7219167,46.5107748,1928649485,0,0,0,0,0,0,0,0,0
30.72201,46.5101172,2319904120,0,0,0,0,0,0,0,0,0
30.7220867,46.5095771,27128740,0,0,0,0,0,0,0,0,0
30.722205,46.5085197,5170072782,0,0,0,0,0,0,0,0,0
30.722279,46.5078581,668846881,0,0,1,0,0,0,0,0,0
30.7223471,46.5072978,5170066504,0,0,0,0,0,0,0,0,0
30.722373,46.5070842,5170063714,0,0,0,0,0,0,0,0,0
30.7223997,46.5068652,5170066617,0,0,0,0,0,0,0,0,0
30.7224275,46.5066401,5170066618,0,0,0,0,0,0,0,0,0
30.7224571,46.5063922,5170066517,0,0,0,0,0,0,0,0,0
30.7224726,46.5062646,5170066594,0,0,0,0,0,0,0,0,0
30.722482,46.5061878,5170066533,0,0,0,0,0,0,0,0,0
30.7224856,46.5061578,1928649484,0,0,0,0,0,0,0,0,0
30.7224964,46.5060519,5170066595,0,0,0,0,0,0,0,0,0
30.7225115,46.5059004,5170066538,0,0,0,0,0,0,0,0,0
30.7225319,46.5056948,5170066588,0,0,0,0,0,0,0,0,0
30.7225341,46.5056664,5170066572,0,0,0,0,0,0,0,0,0
30.7225601,46.5054523,5170066589,0,0,0,0,0,0,0,0,0
30.722585,46.5051999,5823881148,0,0,0,0,0,0,0,0,0
30.7226305,46.5047399,668842807,0,0,1,0,0,0,0,0,0
30.7226573,46.5045221,5044200546,1,1,0,0,0,0,0,0,0
30.7227262,46.5039619,5165978533,0,0,0,0,0,0,0,0,0
30.722776,46.5035633,4765371902,0,0,0,0,0,0,0,0,0
30.7227975,46.503419,5169996611,0,0,0,0,0,0,0,0,0
30.7228129,46.5033161,5169121463,0,0,0,0,0,0,0,0,0
30.7228365,46.5031574,5169120220,0,0,0,0,0,0,0,0,0
30.7228488,46.5030753,5169121458,0,0,0,0,0,0,0,0,0
30.7228571,46.503018,5169121431,0,0,0,0,0,0,0,0,0
30.7229087,46.5026655,5169121457,0,0,0,0,0,0,0,0,0
30.7229401,46.5024574,5169123246,0,0,0,0,0,0,0,0,0
30.722945,46.5024248,5169595113,0,0,0,0,0,0,0,0,0
30.7229897,46.5021282,5169595110,0,0,0,0,0,0,0,0,0
30.7229998,46.5020614,5169123254,0,0,0,0,0,0,0,0,0
30.723007,46.5020138,27128744,0,0,0,0,0,0,0,0,0
30.7230017,46.5019077,5169595108,0,0,0,0,0,0,0,0,0
30.723,46.5018746,4765371873,0,0,0,0,0,0,0,0,0
30.7229868,46.501762,27128746,0,0,0,0,0,0,0,0,0
30.7229611,46.5016885,5129145926,0,0,0,0,0,0,0,0,0
30.7228217,46.5013272,5169595098,0,0,0,0,0,0,0,0,0
30.7228024,46.5012821,2162278457,0,0,0,0,0,0,0,0,0
30.7227052,46.5009868,5083132234,0,0,0,0,0,0,0,0,0
30.7226388,46.5007823,5224594124,0,0,1,1,0,0,0,0,0
30.7226115,46.5006989,27128748,0,0,1,0,0,0,0,0,0
30.7225749,46.5005935,5085425681,0,0,1,1,0,0,0,0,0
30.7225187,46.5004315,4374062490,1,1,0,0,0,0,0,0,0
30.7224799,46.5003197,5224620228,0,0,0,0,0,0,0,0,0
30.722442,46.5002106,5169613243,0,0,0,0,0,0,0,0,0
30.7223378,46.4999103,5176810333,0,0,0,0,0,0,0,0,0
30.7223088,46.4998269,5224620133,0,0,0,0,0,0,0,0,0
30.7222505,46.499659,5176820326,0,0,0,0,0,0,0,0,0
30.7222077,46.4995357,5224620131,0,0,0,0,0,0,0,0,0
30.7221465,46.4993592,5176820730,0,0,0,0,0,0,0,0,0
30.7221193,46.4992807,5224620130,0,0,0,0,0,0,0,0,0
30.7220647,46.4991234,5176810330,0,0,0,0,0,0,0,0,0
30.7219759,46.4988676,5224594129,0,0,0,0,0,0,0,0,0
30.7219647,46.4988353,5176797426,0,0,0,0,0,0,0,0,0
30.7219239,46.4987176,5224594127,0,0,0,0,0,0,0,0,0
30.7219167,46.4986969,8092198831,0,0,0,0,0,0,0,0,0
30.7218497,46.498504,5176820323,0,0,0,0,0,0,0,0,0
30.7218315,46.4984516,5224620123,0,0,0,0,0,0,0,0,0
30.7217814,46.4983073,8093763968,0,0,0,0,0,0,0,0,0
30.7217292,46.4981568,5224620027,0,0,0,0,0,0,0,0,0
30.7377191,46.4678032,290262748,0,0,1,0,0,0,0,0,0
30.7371237,46.4678437,5596871724,1,1,0,0,0,0,0,0,0
30.7213613,46.4972256,27128750,0,0,1,0,0,0,0,0,0
30.7198605,46.4890082,27128819,0,0,1,0,0,0,0,0,0
30.7198681,46.488782,4768027649,0,0,0,0,0,0,0,0,0
30.7199003,46.488649,4768027648,0,0,0,0,0,0,0,0,0
30.7199996,46.4884588,298806261,0,0,0,0,0,0,0,0,0
30.7201532,46.4882079,4488813325,0,0,0,0,0,0,0,0,0
30.7202587,46.4880386,4488813290,0,0,0,0,0,0,0,0,0
30.7202827,46.4880028,4488813179,0,0,0,0,0,0,0,0,0
30.7203562,46.4878869,4488813289,0,0,0,0,0,0,0,0,0
30.7204005,46.487815,4488813184,0,0,0,0,0,0,0,0,0
30.7204496,46.4877376,1726356982,0,0,0,0,0,0,0,0,0
30.7209939,46.4868415,298810239,0,0,0,0,0,0,0,0,0
30.7214757,46.4860497,1726357380,0,0,0,0,0,0,0,0,0
30.7216927,46.4857122,5369192341,0,0,0,0,0,0,0,0,0
30.7218245,46.4855071,5369192344,0,0,0,0,0,0,0,0,0
30.7218953,46.485397,5369192349,0,0,0,0,0,0,0,0,0
30.7241671,46.4737877,10980467,0,0,0,0,0,0,0,0,0
30.7242945,46.4737569,1988198580,0,0,0,0,0,0,0,0,0
30.7243979,46.4737258,1988198612,0,0,0,0,0,0,0,0,0
30.7245125,46.4736602,1988198611,0,0,0,0,0,0,0,0,0
30.7248044,46.473412,704314815,0,0,0,0,0,0,0,0,0
30.7408978,46.4694581,10980435,0,0,0,0,0,0,0,0,0
30.7410011,46.4702228,4732287205,0,0,0,0,0,0,0,0,0
30.7410366,46.4704801,4732287202,0,0,0,0,0,0,0,0,0
30.741119,46.4710755,10980434,0,0,1,0,0,0,0,0,0
30.741176,46.4714819,5117981737,0,0,0,0,0,0,0,0,0
30.7412034,46.4716777,5117981738,0,0,0,0,0,0,0,0,0
30.7322459,46.481606,10980542,0,0,1,0,1,0,0,0,0
30.7322632,46.4816048,1570777226,0,0,0,0,0,0,0,0,0
30.7326119,46.4815816,5213015264,1,1,0,0,0,1,1,0,0
30.7331679,46.4815445,449809344,0,0,0,0,0,0,0,0,0
30.7334796,46.4815237,4439629602,0,0,0,0,0,0,0,0,0
30.7335457,46.4815193,4627450508,0,0,0,0,0,0,0,0,0
30.733911,46.481495,4439629601,0,0,0,0,0,0,0,0,0
30.7339503,46.4814923,449809340,0,0,0,0,0,0,0,0,0
30.7342425,46.4814729,290358380,0,0,0,0,0,0,0,0,0
30.7345015,46.4814556,4439629597,0,0,0,0,0,0,0,0,0
30.7349241,46.4814274,5213015278,0,0,1,1,0,0,0,0,0
30.7350276,46.4814202,4359361745,0,0,0,0,0,0,0,0,0
30.7329909,46.4870066,27128793,0,0,1,0,1,0,0,0,0
30.7330296,46.4870051,1570777344,0,0,0,0,0,0,0,0,0
30.7358681,46.4852969,27128855,0,0,0,0,0,0,0,0,0
30.7358725,46.4853288,4406909667,0,0,1,1,0,0,0,0,0
30.7358885,46.4854438,5237897292,1,1,0,0,0,0,0,0,0
30.7359128,46.4856179,5237897458,0,0,0,0,0,0,0,0,0
30.735946,46.4858555,5237897463,0,0,0,0,0,0,0,0,0
30.73596,46.4859561,4441087543,0,0,0,0,0,0,0,0,0
30.7360115,46.4863251,4441087546,0,0,0,0,0,0,0,0,0
30.7360388,46.4865206,4441087548,0,0,0,0,0,0,0,0,0
30.7360483,46.486595,5237897425,0,0,1,1,0,0,0,0,0
30.7360529,46.4866308,4767969703,0,0,0,0,0,0,0,0,0
30.7360382,46.4866945,4767969704,0,0,0,0,0,0,0,0,0
30.7359879,46.486786,27128854,0,0,1,0,1,0,0,0,0
30.7370259,46.4876589,4767969705,0,0,0,0,0,0,0,0,0
30.7370717,46.4877276,27128857,0,0,0,0,0,0,0,0,0
30.737101,46.4877845,4767969706,0,0,0,0,0,0,0,0,0
30.7371723,46.4881168,278076706,0,0,0,0,0,0,0,0,0
30.7372043,46.4883365,3289038151,0,0,0,0,0,0,0,0,0
30.7275617,46.4704415,298830687,0,0,0,0,0,0,0,0,0
30.7277783,46.4704249,5590081883,0,0,0,0,0,0,0,0,0
30.728263,46.4703876,1570776993,0,0,0,0,0,0,0,0,0
30.7282832,46.470386,290942431,0,0,0,0,0,0,0,0,0
30.7282976,46.4703848,1570776991,0,0,0,0,0,0,0,0,0
30.7283217,46.4703827,1570776983,0,0,0,0,0,0,0,0,0
30.7302857,46.4702289,5225152124,1,1,0,0,0,0,0,0,0
30.7306057,46.4702039,1570776968,0,0,0,0,0,0,0,0,0
30.7306297,46.4702023,1570776971,0,0,1,0,0,0,0,0,0
30.8124479,46.6024669,4801937133,0,0,0,0,0,0,0,0,0
30.813379,46.6031225,27128699,0,0,0,0,0,0,0,0,0
30.8149373,46.6042449,3599484017,0,0,0,0,0,0,0,0,0
30.8160312,46.6050254,27135536,0,0,0,0,0,0,0,0,0
30.8166687,46.6055047,4786831836,0,0,0,0,0,0,0,0,0
30.8177088,46.6062888,27135538,0,0,0,0,0,0,0,0,0
30.8181799,46.6067125,6708452093,0,0,0,0,0,0,0,0,0
30.8186182,46.6070951,1986433022,0,0,0,0,0,0,0,0,0
30.8189099,46.6073915,6708452092,0,0,0,0,0,0,0,0,0
30.7408402,46.4683432,290425682,0,0,0,0,0,0,0,0,0
30.7411036,46.4683008,2471456957,0,0,0,0,0,0,0,0,0
30.741369,46.4682445,1977036299,0,0,0,0,0,0,0,0,0
30.7415046,46.4681963,1749563682,0,0,0,0,0,0,0,0,0
30.7415855,46.4681521,2471456955,0,0,0,0,0,0,0,0,0
30.7416402,46.4680994,277662691,0,0,0,0,0,0,0,0,0
30.7416693,46.4680548,2471456950,0,0,0,0,0,0,0,0,0
30.74168,46.4680134,10980437,0,0,0,0,0,0,0,0,0
30.7416847,46.4679692,2471456946,0,0,0,0,0,0,0,0,0
30.7416879,46.4679343,5222491382,0,0,0,0,0,0,0,0,0
30.7390694,46.4649748,4786186027,0,0,0,0,0,0,0,0,0
30.7391027,46.4649973,4786186026,0,0,0,0,0,0,0,0,0
30.7391157,46.4650189,4786186092,0,0,0,0,0,0,0,0,0
30.7391424,46.4650902,4407056134,0,0,0,0,0,0,0,0,0
30.7391714,46.4652894,4845924880,0,0,0,0,0,0,0,0,0
30.7392397,46.4657551,4407056141,0,0,0,0,0,0,0,0,0
30.7393213,46.4664122,2421901618,0,0,0,0,0,0,0,0,0
30.7412991,46.4648076,4773726455,0,0,1,0,0,0,0,0,0
30.7425687,46.4647193,290891857,0,0,0,0,0,0,0,0,0
30.7427478,46.4647054,2178115159,0,0,0,0,0,0,0,0,0
30.7435045,46.4646467,2178116620,0,0,0,0,0,0,0,0,0
30.7446039,46.4645615,2178115149,0,0,1,1,0,0,0,0,0
30.7447446,46.4645506,290891855,0,0,0,0,0,0,0,0,0
30.7457221,46.4644748,712669131,0,0,0,0,0,0,0,0,0
30.7457851,46.4644699,1570776756,0,0,0,0,0,0,0,0,0
30.7458106,46.4644679,1570776753,0,0,0,0,0,0,0,0,0
30.7458277,46.4644616,1842927101,0,0,1,0,1,0,0,0,0
30.754491,46.4730574,290427645,0,0,0,0,0,0,0,0,0
30.7545368,46.4730902,2135897116,0,0,1,1,0,0,0,0,0
30.7545869,46.4731365,3719876073,0,0,0,0,0,0,0,0,0
30.7550179,46.4735357,3719876082,0,0,0,0,0,0,0,0,0
30.7550818,46.4735948,321366360,0,0,0,0,0,0,0,0,0
30.7551618,46.473668,3719876089,0,0,0,0,0,0,0,0,0
30.7552933,46.4737882,3719876091,0,0,0,0,0,0,0,0,0
30.7553424,46.4738599,3719876092,0,0,0,0,0,0,0,0,0
30.7553636,46.4739249,10980531,0,0,0,0,0,0,0,0,0
30.7553707,46.4740763,1874179891,0,0,0,0,0,0,0,0,0
30.7553726,46.4743078,3719876095,0,0,0,0,0,0,0,0,0
30.7553728,46.4743287,2135898118,0,0,1,1,0,0,0,0,0
30.7553738,46.4744584,10980532,0,0,0,0,0,0,0,0,0
30.7419474,46.4765486,278078443,0,0,0,0,0,0,0,0,0
30.7448792,46.4763449,290404245,0,0,0,0,0,0,0,0,0
30.7355208,46.474419,317168662,0,0,0,0,0,0,0,0,0
30.7362826,46.4743475,290404218,0,0,0,0,0,0,0,0,0
30.7374152,46.4742518,271326862,0,0,0,0,0,0,0,0,0
30.7381083,46.4742051,5048149834,0,0,0,0,0,0,0,0,0
30.7384242,46.4741842,5048149837,0,0,0,0,0,0,0,0,0
30.7387489,46.4741645,5048149838,0,0,0,0,0,0,0,0,0
30.7390118,46.4741453,5048149839,0,0,0,0,0,0,0,0,0
30.7392432,46.4741308,2133368010,0,0,1,0,0,0,0,0,0
30.7394724,46.4741164,10980471,0,0,0,0,0,0,0,0,0
30.739583,46.4741086,2133368104,0,0,1,1,0,0,0,0,0
30.7401076,46.4740718,4732308198,0,0,0,0,0,0,0,0,0
30.7403749,46.474053,6208922232,0,0,0,0,0,0,0,0,0
30.7405047,46.4740439,4732308177,0,0,0,0,0,0,0,0,0
30.7407993,46.4740228,4732308176,0,0,0,0,0,0,0,0,0
30.7410691,46.4740041,7638773311,0,0,0,0,0,0,0,0,0
30.7415474,46.4739706,274918419,0,0,0,0,0,0,0,0,0
30.7416707,46.4739615,7578135701,0,0,1,1,0,0,0,0,0
30.7434571,46.4738303,4486153709,0,0,0,0,0,0,0,0,0
30.7443437,46.4737652,5206800124,0,0,1,0,0,0,0,0,0
30.7444802,46.4737552,290404242,0,0,1,0,1,0,0,0,0
30.7446226,46.4737452,5206802325,0,0,1,0,0,0,0,0,0
30.7473462,46.4735544,1901714242,0,0,0,0,0,0,0,0,0
30.748139,46.4734987,4625785808,0,0,0,0,0,0,0,0,0
30.7484264,46.4734785,4625785809,0,0,0,0,0,0,0,0,0
30.7487062,46.4734589,4625688913,0,0,0,0,0,0,0,0,0
30.7488462,46.473449,4625688916,0,0,0,0,0,0,0,0,0
30.748872,46.4734472,4625688917,0,0,0,0,0,0,0,0,0
30.7493092,46.4734165,290404295,0,0,0,0,0,0,0,0,0
30.750233,46.4733517,4625688924,0,0,0,0,0,0,0,0,0
30.7513598,46.4732725,2244457955,0,0,0,0,0,0,0,0,0
30.7538517,46.4730975,1570777040,0,0,0,0,0,0,0,0,0
30.7539171,46.473096,8047367105,0,0,0,0,0,0,0,1,0
30.7539368,46.4730955,10980647,0,0,0,0,0,0,0,0,0
30.7066865,46.4525688,3697307939,0,0,0,0,0,0,0,0,0
30.7063514,46.4527229,3697307935,0,0,0,0,0,0,0,0,0
30.7052422,46.4532825,3697307938,0,0,0,0,0,0,0,0,0
30.7051496,46.4533445,297978553,0,0,0,0,0,0,0,0,0
30.705088,46.4534069,3697307937,0,0,0,0,0,0,0,0,0
30.6246011,46.4416522,276196973,0,0,0,0,0,0,0,0,0
30.6246758,46.4416965,4749910394,0,0,0,0,0,0,0,0,0
30.624743,46.4417461,4749910395,0,0,0,0,0,0,0,0,0
30.6248018,46.4418006,1526466980,0,0,0,0,0,0,0,0,0
30.6248516,46.4418591,1526467003,0,0,0,0,0,0,0,0,0
30.6248918,46.4419211,1526467013,0,0,0,0,0,0,0,0,0
30.6249219,46.4419858,276196974,0,0,0,0,0,0,0,0,0
30.6249414,46.4420523,1526467021,0,0,0,0,0,0,0,0,0
30.6249503,46.4421199,4320214473,0,0,0,0,0,0,0,0,0
30.6983065,46.4764831,1751398033,0,0,0,0,0,0,0,0,0
30.6984868,46.4764764,1751398021,0,0,0,0,0,0,0,0,0
30.6992223,46.4765053,1751398049,0,0,0,0,0,0,0,0,0
30.7001111,46.4766155,1743155986,0,0,0,0,0,0,0,0,0
30.6950253,46.490636,651270483,0,0,1,0,1,0,0,0,0
30.6951989,46.4906876,8047524908,0,0,0,0,0,0,0,1,0
30.6954876,46.4907733,651579388,0,0,0,0,0,0,0,0,0
30.6956158,46.4908182,651569325,0,0,0,0,0,0,0,0,0
30.695876,46.4909082,5218362268,1,1,0,0,0,0,0,0,0
30.6962355,46.4910326,669954673,0,0,0,0,0,0,0,0,0
30.6968538,46.4912283,669954674,0,0,0,0,0,0,0,0,0
30.6974989,46.4914194,669954675,0,0,0,0,0,0,0,0,0
30.6981439,46.4916152,669954686,0,0,0,0,0,0,0,0,0
30.6987595,46.491822,669954691,0,0,0,0,0,0,0,0,0
30.6994072,46.4920159,669954692,0,0,0,0,0,0,0,0,0
30.7000322,46.4922153,669954693,0,0,0,0,0,0,0,0,0
30.7006598,46.4924055,669954694,0,0,0,0,0,0,0,0,0
30.7013411,46.4926216,669954708,0,0,0,0,0,0,0,0,0
30.7019258,46.4928044,669954709,0,0,0,0,0,0,0,0,0
30.7025932,46.4930073,669954710,0,0,0,0,0,0,0,0,0
30.7031783,46.4931792,5218361646,1,1,0,0,0,0,0,0,0
30.7032374,46.4931966,651277287,0,0,0,0,0,0,0,0,0
30.7032878,46.4932132,8047524907,0,0,0,0,0,0,0,1,0
30.7038108,46.4933853,651297206,0,0,0,0,0,0,0,0,0
30.704128,46.4934879,651279999,0,0,0,0,0,0,0,0,0
30.7045902,46.4936001,651270482,0,0,0,0,0,0,0,0,0
30.7052237,46.4936571,651295179,0,0,0,0,0,0,0,0,0
30.7059167,46.4937257,651295178,0,0,0,0,0,0,0,0,0
30.7063759,46.493774,651579429,0,0,0,0,0,0,0,0,0
30.7065855,46.4937942,651295177,0,0,0,0,0,0,0,0,0
30.7072291,46.4938042,651270481,0,0,0,0,0,0,0,0,0
30.7072323,46.4763603,1751398014,0,0,0,0,0,0,0,0,0
30.7074616,46.4760949,1751398009,0,0,0,0,0,0,0,0,0
30.7074877,46.4760525,1751398006,0,0,0,0,0,0,0,0,0
30.7074975,46.4760237,1751398005,0,0,0,0,0,0,0,0,0
30.7074993,46.4759982,1751398003,0,0,0,0,0,0,0,0,0
30.7074948,46.4759707,1751397999,0,0,0,0,0,0,0,0,0
30.7074849,46.4759377,1751397988,0,0,0,0,0,0,0,0,0
30.7074659,46.4759078,1751397983,0,0,0,0,0,0,0,0,0
30.7074415,46.4758867,1751397980,0,0,0,0,0,0,0,0,0
30.7074107,46.4758705,1751397977,0,0,0,0,0,0,0,0,0
30.7073736,46.4758549,1751397972,0,0,0,0,0,0,0,0,0
30.7073302,46.4758456,1751397969,0,0,0,0,0,0,0,0,0
30.7072484,46.4758415,1751397963,0,0,0,0,0,0,0,0,0
30.7173405,46.4963031,3908132004,0,0,0,0,0,0,0,0,0
30.7172509,46.4962032,4775208506,0,0,0,0,0,0,0,0,0
30.7172251,46.4961721,1570777564,0,0,0,0,0,0,0,0,0
30.7171453,46.4960449,1570777545,0,0,0,0,0,0,0,0,0
30.7170502,46.4959264,3908132000,0,0,1,1,0,0,0,0,0
30.7168669,46.4956849,278075531,0,0,0,0,0,0,0,0,0
30.7165718,46.4953515,1985816433,0,0,0,0,0,0,0,0,0
30.7162102,46.4949902,4775208480,0,0,0,0,0,0,0,0,0
30.7161494,46.4949302,3132855083,0,0,0,0,0,0,0,0,0
30.716046,46.4948346,278075533,0,0,0,0,0,0,0,0,0
30.7154627,46.4942867,3132855078,0,0,0,0,0,0,0,0,0
30.7151047,46.4939304,5702453725,0,0,0,0,0,0,0,0,0
30.7149932,46.4938195,1985816438,0,0,0,0,0,0,0,0,0
30.7145482,46.4934094,278075538,0,0,0,0,0,0,0,0,0
30.7143397,46.4932213,3785290954,0,0,0,0,0,0,0,0,0
30.7141045,46.493009,1985816395,0,0,0,0,0,0,0,0,0
30.7138394,46.4927148,3785292157,0,0,0,0,0,0,0,0,0
30.713697,46.4925567,278075065,0,0,1,0,1,0,0,0,0
30.7134927,46.4922675,1985816354,1,1,0,0,0,0,0,0,0
30.7132595,46.4918839,1985816447,0,0,0,0,0,0,0,0,0
30.7131512,46.4916557,3127841994,0,0,0,0,0,0,0,0,0
30.7129441,46.4910509,1985816338,0,0,0,0,0,0,0,0,0
30.7125796,46.4899898,1985816428,0,0,0,0,0,0,0,0,0
30.7124667,46.489752,278075072,0,0,0,0,0,0,0,0,0
30.7122939,46.4894495,1985816375,0,0,0,0,0,0,0,0,0
30.7121022,46.4891886,278075075,0,0,0,0,0,0,0,0,0
30.7117688,46.4888308,1241335131,0,0,0,0,0,0,0,0,0
30.7114148,46.4884624,5218362425,1,1,0,0,0,0,0,0,0
30.7113413,46.4883859,5159518021,0,0,1,1,0,0,0,0,0
30.711304,46.4883471,5163569333,0,0,0,0,0,0,0,0,0
30.7107182,46.4877372,5163558228,0,0,0,0,0,0,0,0,0
30.7105399,46.4875516,3785292202,0,0,0,0,0,0,0,0,0
30.7095968,46.4866237,1238564699,0,0,0,0,0,0,0,0,0
30.7090417,46.4860191,278075076,0,0,0,0,0,0,0,0,0
30.7087431,46.485564,1894818629,0,0,0,0,0,0,0,0,0
30.7085717,46.4851947,3785292274,0,0,0,0,0,0,0,0,0
30.7084509,46.4848261,278074716,0,0,0,0,0,0,0,0,0
30.7083857,46.4843849,4775344136,0,0,0,0,0,0,0,0,0
30.7083664,46.4842546,1570777293,0,0,0,0,0,0,0,0,0
30.7083543,46.4842023,1570777277,0,0,0,0,0,0,0,0,0
30.7083129,46.4839757,1570777269,0,0,0,0,0,0,0,0,0
30.7083025,46.4839247,1570777268,0,0,0,0,0,0,0,0,0
30.7082882,46.4838531,317478559,0,0,1,0,1,0,0,0,0
30.7055681,46.4771578,1751398175,0,0,0,0,0,0,0,0,0
30.7053607,46.4773821,1751398177,0,0,0,0,0,0,0,0,0
30.7053387,46.4774106,1751398181,0,0,0,0,0,0,0,0,0
30.7053206,46.4774436,1751398186,0,0,0,0,0,0,0,0,0
30.7053128,46.477473,1751398187,0,0,0,0,0,0,0,0,0
30.7053141,46.4775096,1751398192,0,0,0,0,0,0,0,0,0
30.7053193,46.4775559,1751398195,0,0,0,0,0,0,0,0,0
30.7053413,46.4775996,1751398201,0,0,0,0,0,0,0,0,0
30.705512,46.4777664,277660954,0,0,0,0,0,0,0,0,0
30.7051873,46.4776,1751398193,0,0,0,0,0,0,0,0,0
30.7050743,46.4775528,277661137,0,0,0,0,0,0,0,0,0
30.704984,46.4775197,1751398184,0,0,0,0,0,0,0,0,0
30.7049023,46.4774965,1751398180,0,0,0,0,0,0,0,0,0
30.7048169,46.47747,277661138,0,0,0,0,0,0,0,0,0
30.7046978,46.4774518,1751398176,0,0,0,0,0,0,0,0,0
30.7040185,46.4773991,1751398173,0,0,0,0,0,0,0,0,0
30.7061017,46.4781001,277660955,0,0,0,0,0,0,0,0,0
30.7072684,46.4787943,277661164,0,0,0,0,0,0,0,0,0
30.7070164,46.4786088,277661165,0,0,0,0,0,0,0,0,0
30.7063855,46.4781922,3785292276,0,0,0,0,0,0,0,0,0
30.7065073,46.4781984,277660956,0,0,0,0,0,0,0,0,0
30.7066187,46.4781819,3785292277,0,0,0,0,0,0,0,0,0
30.7067195,46.4781508,277660957,0,0,0,0,0,0,0,0,0
30.7067872,46.4781135,3785292278,0,0,0,0,0,0,0,0,0
30.7068444,46.478072,3785292279,0,0,0,0,0,0,0,0,0
30.706888,46.4780251,277660958,0,0,0,0,0,0,0,0,0
30.7069121,46.4779684,3785292280,0,0,0,0,0,0,0,0,0
30.7069226,46.4778969,277660961,0,0,0,0,0,0,0,0,0
30.7035282,46.4773562,1751398162,0,0,0,0,0,0,0,0,0
30.7038099,46.4773304,1751398156,0,0,0,0,0,0,0,0,0
30.704097,46.4772866,1743155985,0,0,0,0,0,0,0,0,0
30.7042399,46.4772458,277661336,0,0,0,0,0,0,0,0,0
30.7043549,46.4771906,3785292294,0,0,0,0,0,0,0,0,0
30.7044379,46.4771388,277661335,0,0,0,0,0,0,0,0,0
30.7045465,46.4770415,3785292295,0,0,0,0,0,0,0,0,0
30.7046467,46.4769343,3785292296,0,0,0,0,0,0,0,0,0
30.7046847,46.4768917,277661327,0,0,0,0,0,0,0,0,0
